,DealNumber,AcquirorCUSIP,TargetCUSIP,TargetPublicStatus,ofSharesAcq,seekingtoownaftertrans,PercentofSharesHeldatAnnoun,OwnedAfterTransaction,edate,AcquirorFullName,TargetName,AcquirorPrimarySICCode,TargetPrimarySICCode,ValueofTransactionmil,Form,ConsiderationStructure,ConsidStructureDescription,NumberofBidders,Attitude,SharePricePaidbyAcquirorfort,OfferPricetoTargetStockPricet,Z,dealno,carwindow1_acq,carwindow2_acq,carwindow3_acq,carwindow4_acq,carwindow5_acq,carwindow6_acq,carwindow5_tar,carwindow4_tar,carwindow3_tar,carwindow2_tar,carwindow1_tar,acqprem1,acqprem2,gvkey_a,cusip8_comp_a,datadate_compu_a,cusip_compu_a,conm_compu_a,at_a,intan_a,re_a,sale_a,xad_a,xrd_a,costat_compu_a,sic_compu_a,ipodate_compu_a,ebit_ta_a,mktcap_a,dep_ta_a,rd_ta_a,mdr_a,fa_ta_a,mb_a,bdr_a,abs_a,unabs_a,pot_a,gvkey_t,cusip8_comp_t,datadate_compu_t,cusip_compu_t,conm_compu_t,at_t,re_t,sale_t,xad_t,xrd_t,costat_compu_t,ebit_ta_t,mktcap_t,dep_ta_t,rd_ta_t,mdr_t,fa_ta_t,mb_t,bdr_t,abs_t,unabs_t,pot_t,R,Acq Density,Target Density,TNIC 3 years avg,TNIC > 3 years avg
32,19693020,499040,857323,Public,100,100,,100,10/27/1986,Knight-Ridder Inc,State Recycler Inc,2711,3365,300,Acq. of Assets,UNKNOWN,Unknown,1,Friendly,,,,19693020,-0.007539679,-0.033538226,-0.029241936,-0.040757813,-0.041836746,-0.04411516,,,,,,,,6475,49904010,9496,499040103,KNIGHT-RIDDER INC,1394.333,,670.335,1729.613,,,I,2711,,0.187580004,2244.364258,0.043752104,0,0.124205649,0.383008212,1.837911963,0.228279039,0.210163772,0.281094223,0.124205649,10034,85732310,9586,857323109,STATE PRODUCTS,1.741,0.493,5.711,,,I,0.51924181,0.46875,0.064330846,0,0,0.166570932,0.26924181,0,0.0773945,1.768339753,0,,,,,
33,19696020,422893,859145,Public,100,100,,100,01-10-1986,Heilig-Meyers Co,Sterchi Bros Stores Inc,5712,5712,43.58,Merger,CASHO,Cash Only,1,Friendly,33,66.04,36.08,19696020,-0.011561215,0.038994689,0.042847678,0.063420847,0.058454912,0.077534892,0.38985455,0.370090634,0.393814653,0.357351154,0.380609602,1.660377383,1.660377383,5564,42289310,9221,422893107,HEILIG-MEYERS CO,209.511,0,47.09,167.939,8.957,0,I,5712,4732,0.138622791,140.4701843,0.015560042,0,0.374409586,0.160158649,1.071734548,0.401267707,0.307004333,0.062908769,0.374409586,10060,85914510,9190,859145104,STERCHI BROTHERS STORES INC,48.037,26.573,48.23,2.405,,I,0.1128297,24.58499908,0.015154985,0,0.271512389,0.171971604,0.702541769,0.190748796,,0.104562573,0.271512389,,,,,
34,19802020,909823,880605,Public,100,100,,100,6/29/1986,United Cities Gas Co(Energas Co),Tennessee-Virginia Energy Corp,4924,4924,14.6,Merger,SHARES,Stock Only,1,Friendly,15.94,35.66,25.02,19802020,0.033016142,0.044452839,0.032444835,0.057549238,0.045339681,0.065063998,,,,,,1.356595755,1.356595755,10888,90982310,9131,909823106,UNITED CITIES GAS CO,103.235,0,8.239,141.422,,,I,4924,,0.0962658,19.26074982,0.035704944,0,0.638355196,0.61805588,0.576526821,0.329326302,,0.061515503,0.638355196,10448,88060510,9343,880605100,TENNESSEE VIRGINIA ENERGY CP,22.98,3.555,47.481,,,I,0.127937332,8.869999886,0.040513489,0,0.473496765,0.760748506,0.733115733,0.347127944,,0.210763112,0.473496765,,,,,
35,19913020,701094,909313,Public,100,100,,100,07-02-1986,Parker Hannifin Corp,United Aircraft Products Inc,3491,3724,62.7,Merger,CASHO,Cash Only,1,Friendly,26,21.64,8.33,19913020,-0.020263068,-0.031538915,-0.051006328,-0.069828942,-0.057121277,-0.042853829,0.067097537,0.06459859,0.073298492,0.099857114,0.141127318,1.216374278,1.216374278,8358,70109410,9312,701094104,PARKER-HANNIFIN CORP,966.386,3.166,459.663,1459.518,11.021,20.802,A,3490,,0.170480534,924.1195068,0.043908957,0.02152556,0.139922306,0.405369073,1.111833692,0.155570343,0.13120085,0.063437425,0.139922306,10878,90931310,9465,909313108,UNITED AIRCRAFT PRODUCTS INC,29.58,8.37,36.098,,,I,0.247836366,51.3374939,0.026064908,0,0,0.18654497,1.735547423,0,0.112249985,1.29945159,0,,,,,
36,20072020,G90751,981575,Public,89.66,100,10.3,100,06-12-1986,Triton Energy Corp,Worldwide Energy Corp,1311,1311,27.225,Merger,HYBRID,Cash and Stock Combination,1,Friendly,1.78,-5.33,-11.25,20072020,-0.024345422,-0.014362429,-0.061576951,-0.059381168,-0.139637366,-0.114696331,-0.017990518,-0.165703878,-0.037239183,-0.061551847,-0.002498023,0.94933331,0.94933331,10743,G9075110,9282,G90751101,TRITON ENERGY LTD,219.464,,11.316,40.062,,0,I,1311,,0.104809903,174.8946533,0.058150768,0,0.334876508,0.616292417,1.299058795,0.401232064,0.18763417,0.935788333,0.334876508,11597,98157510,9131,981575103,WORLDWIDE ENERGY CORP,143.516,0.004,64.789,,,I,0.075475901,39.92100143,0.103876919,0,0.607142508,0.825441062,0.832297444,0.429889351,0.144252881,0.130523503,0.607142508,,,,,
37,20137020,233236,7920,Public,100,100,,100,12/14/1987,DNA Plant Technology Corp,Advanced Genetic Sciences Inc,8731,2833,31,Merger,SHARES,Stock Only,1,Friendly,2.31,-31.47,-7.48,20137020,-0.073742636,0.090359531,0.164100543,0.098929189,0.047374584,0.035268854,-0.047979679,-0.028167943,-0.086524077,-0.086136542,-0.033166725,0.684444427,0.684444427,3702,23323610,9861,233236108,DNA PLANT TECHNOLOGY CORP,35.905,0,-2.632,4.459,,1.461,I,100,,0.003620666,125.6399994,,0.040690709,0,0.055953208,3.499233961,0,0.611572087,28.24547195,0,1169,792010,9861,7920101,ADV GENETIC SCIENCES,8.56,-22.241,3.237,0.044,4.094,I,-0.455023348,51.67699814,0.073714957,0.478271008,0.037259907,0.257126182,6.270677567,0.233644858,,5.418727875,0.037259907,,,,,
38,20294020,238208,52625,Public,100,100,,100,2/16/1988,Datum Inc,Austron Inc,3825,3825,11.7,Merger,UNKNOWN,Unknown,1,Friendly,3.25,52.94,44.44,20294020,0.056930482,0.060550649,0.090543419,-0.024732132,0.046398204,0.022769716,0.16806975,0.207597822,0.222848579,0.241237149,0.245583773,1.529411793,1.529411793,3798,23820810,9861,238208102,DATUM INC,21.66,1.21,4.02,24.154,0.101,1.003,I,3825,,0.095244691,11.59825039,0.030193906,0.046306558,0.171272382,0.215512469,0.646133423,0.110664815,0.325453341,1.214285731,0.171272382,1872,5262510,10042,52625100,AUSTRON INC,9.225,3.088,8.054,,0.931,I,0.081192411,9,0.045745257,0.100921407,0.136856228,0.260704607,1.130298138,0.154688343,0.350384891,2.412820578,0.136856228,,,,,
39,20506020,71892,141703,Public,100,100,,100,05-11-1987,Baxter Travenol Laboratories Inc,Caremark Inc,2836,8082,530.1,Merger,OTHER,Other,1,Friendly,21.33,-2.51,45.82,20506020,-0.008760994,-0.071489468,-0.08328671,-0.056943707,-0.079234727,-0.112699829,0.351350904,0.302450955,0.139086887,0.131090924,0.122052528,0.975085735,0.975085735,2086,7181310,9496,71813109,BAXTER INTERNATIONAL INC,6839,,903,2355,,128,A,2836,,0.036701273,3327.313477,0.016084222,0.018716186,0.452322334,0.245942384,1.017062068,0.40181312,0.278980881,0.224590167,0.452322334,2764,14170310,9677,141703108,CAREMARK,109.782,25.514,133.2,,,I,0.172623917,265.4924622,0.030788289,0,0,0.080696292,2.418360472,0,0.276006013,1.032503486,0,,,,,
40,21170020,55267U,401725,Public,100,100,,100,03-01-1988,MDC Asset Investors Inc,Guild Mortgage Investments Inc,6799,6798,25,Merger,SHARES,Stock Only,1,Friendly,6.75,25.58,28.57,21170020,0.016174192,-0.011392525,0.020161206,0.001196333,0.029296685,0.047772665,0.171439543,0.145401463,0.141265512,0.176846638,0.149077564,1.255813956,1.255813956,13776,2711810,9861,27118108,AMERICAN LAND LEASE INC,2850.357,,-0.061,,,,I,6798,9849,0,70.80862427,,0,0.974638641,0,0.979522765,0.954680741,,,0.974638641,13547,40172510,9861,401725106,GUILD MORTGAGE INVESTMENTS,184.636,-0.773,,,,I,0,36.03749847,,0,0.809535503,0,1.024764895,0.829583585,,,0.809535503,,,,,
41,21209020,450058,414575,Public,100,100,,100,9/15/1987,IRT Property Co,Harris-Teeter Properties Inc,6798,6798,21.375,Merger,SHARES,Stock Only,1,Friendly,8.48,-3.1,-3.1,21209020,0.028259518,0.045373756,0.012358131,0.007270117,0.007964131,0.024252526,0.050026402,0.104265496,0.112980209,0.100085951,0.088544846,0.969142854,0.969142854,5851,45005810,9861,450058102,IRT PROPERTY CO,140.011,0,5.077,16.403,,0,I,6798,,0.08398626,131.3929901,0,0,0.338450462,0,1.418559909,0.480112255,,,0.338450462,13548,41457510,9861,414575100,HARRIS-TEETER PROPERTIES INC,24.927,-0.361,,,,I,0,26.92874908,,0,0.067200698,0,1.158131719,0.07782726,,7.201125145,0.067200698,,,,,
42,21274020,11659,440403,Public,100,100,,100,11/19/1986,Alaska Air Group Inc,Horizon Air Industries Inc,4512,4512,66.392,Merger,CASHO,Cash Only,1,Friendly,9.5,31.03,35.71,21274020,-0.021949889,-0.012876219,-0.025442589,-0.026350047,-0.019822706,-0.055319566,0.279967517,0.266163111,0.276827902,0.30576539,0.236814722,1.310344815,1.310344815,1230,1165910,9496,11659109,ALASKA AIR GROUP INC,537.049,0,81.892,433.187,14.608,,A,4512,,0.094769754,198.9018707,0.039964695,0,0.551298082,0.614696264,0.825404882,0.455044121,,1.565996766,0.551298082,5701,44040310,9496,440403103,HORIZON AIR INDUSTRIES INC,39.148,-11.343,69.285,0.379,,I,-0.185015842,25.53037453,0.050551753,0,0.380110681,0.249463573,1.375175595,0.399892718,0.354636639,0.089482613,0.380110681,,,,,
43,21478020,294432,530516,Public,100,100,,100,6/18/1987,"Equimark Corp,Pittsburgh, Pennsylvania","Liberty Financial Group Inc, Philadelphia,Pennsylvania",6022,6035,44,Merger,UNKNOWN,Unknown,1,Friendly,48,42.75,21.52,21478020,-0.054461665,-0.060355064,-0.029351071,-0.000668861,-0.004497795,-0.026866065,0.068707228,0.074677944,0.065711565,0.060634237,0.067207702,1.427509308,1.427509308,4425,29443250,9496,294432505,EQUIMARK CORP,2250.774,,-27.72,299.907,,,I,6020,,0.00354056,145.5667572,,0,0.546509385,0.016456561,0.156300351,0.077939853,0.214136377,,0.546509385,6709,53051610,9496,530516103,LIBERTY FINANCIAL GROUP,393.194,19.231,,,,I,0.008659847,27.02300072,,0,0,0.006373444,0.06872689,0,,,0,,,,,
44,21638020,2460,587327,Public,100,100,,100,06-09-1986,AZP Group Inc,"MeraBank Federal Savings Bank, Phoenix,AZ",4911,6035,421.7,Merger,CASHO,Cash Only,1,Friendly,51.08,32.25,43.89,21638020,-0.002900368,-0.017184613,-0.016128128,-0.024759149,-0.02448961,-0.015752938,0.285841048,0.281212151,0.226700246,0.192838028,0.21771872,1.322459579,1.322459579,1075,72348410,9131,723484101,PINNACLE WEST CAPITAL CORP,4653.77,0,459.259,994.967,,,A,4911,,0.137623265,1542.81604,0.018800672,0,0.553873897,0.9334535,0.85082674,0.411587805,,0.024749082,0.553873897,11817,58732710,9131,587327107,MERABANK FED SVGS BK PHOENIX,4360.543,92.186,,,,I,0.006118275,85.74211121,,0,0,0.006963582,0.019663174,0,,,0,,,,,
45,21854020,907818,690326,Public,98.37,100,1.6,100,9/18/1986,Union Pacific Corp,Overnite Transportation Co,4011,4213,1179.3,Merger,CASHO,Cash Only,1,Friendly,43.25,31.56,35.16,21854020,-0.005856231,-0.005296725,0.025511354,0.00562674,0.00659481,0.000294469,0.331822813,0.322878599,0.290876418,0.335304528,0.371126652,1.315589309,1.315589309,10867,90781810,9496,907818108,UNION PACIFIC CORP,10710,0,3553,7798,,,A,4011,,0.091036417,5916.175293,0.04640523,0,0.270344436,0.776563942,0.791986465,0.204668537,0.065401383,0.27012521,0.270344436,8208,69032610,9496,690326103,OVERNITE TRANSPORTATION,300.604,184.818,470.33,,,I,0.247059241,568.34198,0.067863367,0,0,0.634382784,1.890666723,0,,0.954816461,0,,,,,
46,21901020,708077,907642,Public,100,100,,100,11-04-1987,"Pennbancorp,Titusville, Pennsylvania","Union National Corp,Mount Lebanon,Pennsylvania",6022,6021,313,Merger,SHARES,Stock Only,1,Friendly,31.6,-12.22,14.91,21901020,0.005419214,0.03310186,-0.007629135,-0.045100607,-0.024742838,-0.084579021,0.029798146,0.047432404,0.05870609,0.083985105,0.094381697,0.877777755,0.877777755,13855,45810410,9861,458104106,INTEGRA FINANCIAL CORP,3229.84,20.123,94.152,313.211,,,I,6020,,0.010221869,328.1625061,,0,0.324311793,0.017053787,0.150370136,0.04876681,0.218450189,,0.324311793,10864,90764210,9861,907642102,UNION NATL CORP-PENNSYLVANIA,3138.886,128.274,293.48,,,I,0.010496718,319.5794983,,0,0.2682271,0.017592866,0.139132008,0.037318971,0.241611019,,0.2682271,,,,,
47,22017020,696429,749226,Public,100,100,,100,3/14/1988,Pall Corp,RAI Research Corp,3569,3089,26,Merger,SHARES,Stock Only,1,Friendly,10.34,59.08,65.44,22017020,0.029309778,0.032381997,0.051734086,0.036319196,0.037079051,0.048611164,0.467974067,0.426302075,0.382349402,0.358586907,0.324662358,1.590769172,1.590769172,8304,69642930,10073,696429307,PALL CORP,521.524,0,238.582,385.142,5.556,14.656,A,3569,,0.15909335,1103.46228,0.034006104,0.028102254,0.132959187,0.375522494,2.440302372,0.324460626,0.397790939,0.457112014,0.132959187,8886,74922610,10012,749226106,RAI RESEARCH CORP,11.512,3.244,6.296,,0.187,I,0.109972201,11.94499874,0.028752606,0.01624392,0.105176426,0.318884641,1.159572482,0.121959694,0.275412947,10.22840691,0.105176426,,,,,
48,22271020,594787,847617,Public,100,100,,100,6/30/1987,MICOM Systems Inc,Spectrum Digital Corp,7373,3661,23.913,Merger,HYBRID,Cash and Stock Combination,1,Friendly,1,23.08,39.13,22271020,-0.110037215,-0.182218567,-0.218068302,-0.213146418,-0.252036184,-0.253363699,0.007830949,0.005539148,-0.213100582,-0.290763915,-0.298535854,1.230769277,1.230012298,7327,59478710,9586,594787103,MICOM SYSTEMS INC,186.781,5.202,83.204,189.538,5.728,18.914,I,3661,,0.07479883,259.5750122,0.04359651,0.101262972,0.037152573,0.262269706,1.443353534,0.053624298,0.450616777,1.011580586,0.037152573,12716,84761710,9769,847617107,SPECTRUM DIGITAL CORP,11.054,-13.259,0.215,,4.165,I,-0.653880954,8.995200157,0.011579519,0.376786679,0.156030089,0.061335262,2.55402565,0.150443271,,3.372937202,0.156030089,,,,,
49,22391020,879240,880229,Public,100,100,,100,11-09-1987,Tele-Communications Inc,Tempo Enterprises Inc,4841,4833,46,Merger,CHOICECS,Choice between Cash or Stock or Combination of Both,1,Friendly,8,20.75,68.42,22391020,-0.007083917,0.06128874,0.053974859,0.013142039,-0.048867054,-0.05693166,0.498786658,0.530649722,0.474526316,0.473090798,0.42358011,1.207547188,1.207547188,10393,87924V10,9861,87924V101,TELE-COMM TCI GROUP  -SER A,4007.816,1437.277,134.379,645.724,4.863,,I,4841,10499,0.069763683,2236.030762,0.030752409,0,0.562312841,0.468823671,1.274694681,0.716777146,0.244094998,,0.562312841,9423,88022910,9861,880229109,TEMPO ENTERPRISES INC,36.77,3.722,27.286,0.834,,I,0.156867012,59.65625,0.054201797,0,0.25698334,0.400271952,2.183553219,0.561136782,0.510298312,0.330275238,0.25698334,,,,,
50,22413020,867914,884280,Public,100,100,,100,09-02-1986,"SunTrust Banks Inc,Atlanta, Georgia","Third National Corp,Nashville, Tennessee",6021,6021,758,Merger,SHARES,Stock Only,1,Friendly,40.08,19.64,11.33,22413020,-0.033816099,-0.047659561,-0.055517502,-0.054517936,-0.067994818,-0.085568905,-0.01366574,-0.007327495,0.028075883,0.03232545,0.047045406,1.196417928,1.196417928,10187,86791410,9496,867914103,SUNTRUST BANKS INC,19405.605,166.286,524.586,1818.739,,,A,6020,,0.009570791,1904.238037,,0,0.612796426,0.025178036,0.253977031,0.155299827,0.264326006,,0.612796426,10539,88428010,9496,884280108,THIRD NATIONAL CORP,5045.254,213.241,516.47,,,I,0.012668143,451.3330078,,0,0.485008359,0.015145917,0.173705623,0.084248684,0.214360952,,0.485008359,,,,,
51,22474020,907818,902901,Public,96.24,100,3.8,100,5/27/1987,Union Pacific Corp,USPCI Inc,4011,4953,415,Merger,CASHO,Cash Only,1,Hostile,28,-15.79,-20,22474020,-0.031595495,-0.058590081,-0.099687397,-0.119985707,-0.091617443,-0.065791875,0.300730616,0.311588466,0.334563702,0.363796562,0.395727813,0.842105269,0.842105269,10867,90781810,9496,907818108,UNION PACIFIC CORP,10710,0,3553,7798,,,A,4011,,0.091036417,5916.175293,0.04640523,0,0.270344436,0.776563942,0.791986465,0.204668537,0.065401383,0.27012521,0.270344436,10805,90290110,9496,902901107,USPCI INC,42.767,6.095,33.244,,,I,0.217667818,158.9459076,0.054200668,0,0.015448473,0.414384931,3.774870872,0.058315992,0.162345082,0.925973177,0.015448473,,,,,
52,22669020,258486,972218,Public,91.11,100,8.9,100,3/21/1988,Doskocil Cos Inc,Wilson Foods Corp,2013,2011,143,Merger,CASHO,Cash Only,2,Hostile,14.5,81.25,58.9,22669020,0.256960988,0.219989032,0.193743393,0.239040047,0.177432314,0.159223333,0.393155575,0.424934685,0.346481144,0.184675962,0.186061293,1.8125,1.8125,4050,34482210,9861,344822101,FOODBRANDS AMERICA INC,149.302,45.991,-36.539,223.918,,,I,2013,,0.107942291,60.2009964,0.045893557,0,0.537093461,0.448520452,0.871053278,0.467836976,0.073584974,0.111474931,0.537093461,11519,97221810,10073,972218101,WILSON FOODS CORP,203.362,-52.338,1347.57,,,I,0.056711677,100.4485016,0.044772375,0,0.346300125,0.376323998,0.755605757,0.261666387,0.059445519,0.028471207,0.346300125,,,,,
53,22673020,1765,974152,Public,100,100,,100,4/18/1988,AMR Corp,Wings West Airlines Inc,4512,4512,41.7,Merger,CASHO,Cash Only,1,Friendly,10.5,25.37,7.69,22673020,0.009774072,0.037426598,0.062344361,0.080809213,0.057654023,0.054002617,0.004322786,0.014988268,0.003033211,0.019386031,-0.002101309,1.25373137,1.25373137,1045,02376R10,9861,02376R102,AMERICAN AIRLINES GROUP INC,7527.969,34.962,1367.669,6018.175,119.23,,A,4512,,0.079238102,3150.307861,0.048738509,0,0.46060583,0.629839182,0.779022336,0.357353777,,0.545811057,0.46060583,11533,97415210,9981,974152100,WINGS WEST AIRLINES INC,21.115,-2.833,30.506,,,I,0.054605734,21.97125053,0.042102769,0,0.226480186,0.500497282,1.345216632,0.30466491,0.162263155,1.456199288,0.226480186,,,,,
54,22702020,713448,165,Public,100,100,,100,12-05-1985,PepsiCo Inc,A&M Food Services Inc,2086,5812,43.9,Merger,SHARES,Stock Only,1,Friendly,11,,,22702020,0.010679569,0.025284082,0.04817266,0.031095708,0.040877048,0.067468114,0.022995222,0.024122255,0.036832117,0.024339696,-0.028502669,,,8479,71344810,9131,713448108,PEPSICO INC,4950.23,163.904,1629.486,7698.676,595.9,,A,2080,,0.115072429,4026.304199,0.051539019,0,0.19423607,0.436952025,1.009423494,0.196066439,0.5005458,0.500096619,0.19423607,1001,16510,9131,165100,A & M FOOD SERVICES INC,16.267,2.809,32.007,1.84,,I,0.151656732,13.38000011,0.080899984,0,0.263134718,0.781643808,1.116247654,0.293723494,0.644484043,0.717744827,0.263134718,,,,,
55,22704020,24703,4330,Public,100,100,,100,6/22/1987,American Brands Inc,ACCO World Corp,3432,2782,604.9,Merger,CASHO,Cash Only,1,Friendly,29,-3.33,20.83,22704020,-0.029946523,-0.039777089,-0.027427983,-0.021839624,-0.018700786,0.00848892,0.169540703,0.191827819,0.19138594,0.199333489,0.208724752,0.966666639,0.966666639,1408,7373010,9496,73730103,BEAM INC,4926.035,641.784,2249.415,4692.359,246.37,18.661,I,2085,,0.176121965,3606.722168,0.022372557,0.003788239,0.238667667,0.162624702,0.999223113,0.229527399,0.235046163,0.018176192,0.238667667,1091,433010,9586,4330106,ACCO WORLD CORP,175.473,66.082,212.886,,,I,0.248476982,429.8048096,0.032962337,0,0.10569457,0.2289868,2.73889327,0.28948614,0.257372499,0.744652033,0.10569457,,,,,
56,22708020,200273,4396,Public,100,100,,100,12/16/1986,Combustion Engineering Inc,AccuRay Corp,8711,3823,190.9,Merger,CASHO,Cash Only,2,Friendly,45,138.41,109.3,22708020,0.024162021,0.040857017,0.048586849,0.043771487,0.028796216,0.027168397,0.620314062,0.612766266,0.588129342,0.592016339,0.572109997,2.384105921,2.384105921,3224,20027310,9496,200273100,COMBUSTION ENGINEERING INC,2161.118,49.674,567.343,2407.658,,60.062,I,3569,,-0.003785078,1025.389648,0.034625135,0.027792096,0.107054405,0.223858207,0.531355858,0.056883983,0.115805902,0.134038493,0.107054405,1093,439610,9496,4396107,ACCURAY CORP,114.632,36.272,150.383,,11.265,I,0.087235674,103.2919998,0.025725801,0.09827099,0.181819618,0.201514408,1.101315498,0.200240761,0.305460066,0.363138855,0.181819618,,,,,
57,22712020,817565,23433,Public,100,100,,100,4/22/1986,Service Corp International,Amedco Inc,7261,8082,146.43,Merger,OTHER,Other,1,Friendly,14.57,55.41,12.08,22712020,-0.044222679,-0.000685911,-0.009297187,-0.028004533,-0.027713437,-0.00147443,-0.003236968,-0.033776965,0.008988464,0.041499492,-0.017542683,1.554133296,1.554133296,9611,81756510,9251,817565104,SERVICE CORP INTERNATIONAL,400.029,20.73,127.562,234.174,8.073,0,A,7200,,0.152271464,537.9396362,0.020758495,0,0.106268018,0.508435667,1.504647493,0.159895912,0.101621017,1.464992166,0.106268018,1377,2343310,9131,23433105,AMEDCO INC,151.897,22.271,264.595,,,I,-0.003541873,73.9375,0.0247602,0,0.452576369,0.244474873,0.889184773,0.402424008,0.15760313,0.003267974,0.452576369,,,,,
58,22714020,894076,27438,Public,100,100,,100,09-11-1986,Transworld Corp,American Medical Services Inc,4512,8051,98.44,Merger,CASHO,Cash Only,1,Friendly,21.35,22,23.77,22714020,-0.109064691,-0.057678655,-0.094651811,-0.078650184,-0.11123842,-0.100307509,0.215352654,0.221920356,0.219114423,0.192072704,0.193015188,1.220000029,1.220000029,10699,89407610,9496,894076108,TRANSWORLD LIQUIDATING TRUST,1329.347,149.879,238.652,2151.555,45.134,,I,5812,,0.125168979,1370.54895,0.057848703,0,0.129264504,0.456825793,1.223370552,0.153055593,,0.682657897,0.129264504,1508,2743810,9496,27438100,AMERICAN MEDICAL SERVICES,68.205,7.33,59.628,,,I,0.109640054,73.14712524,0.03007111,0,0.282464206,0.704801679,1.494642973,0.422183126,0.107919097,0.1416215,0.282464206,,,,,
59,22718020,171196,27627,Public,100,100,,100,03-09-1987,Chrysler Corp,American Motors Corp,3711,3711,1928,Merger,UNKNOWN,Unknown,1,Friendly,4.5,38.46,24.14,22718020,0.040840928,0.066052988,0.075698361,0.05409785,0.084652059,0.074634224,0.15952161,0.188552618,0.216821909,0.136655971,0.211382404,1.384615421,1.384615421,3022,17119610,9496,171196108,CHRYSLER CORP,12605.203,,2153.299,21255.504,385.7,609,I,3711,,0.209294528,4720.592773,0.039578896,0.048313383,0.360664457,0.368066043,0.585757494,0.211261898,0.053840172,0.591546357,0.360664457,1517,2762710,9496,27627108,AMERICAN MOTORS CORP,2000.944,-516.878,4039.901,135.742,45,I,-0.012321684,302.7117615,0.068396717,0.022489386,0.760071278,0.513532639,0.699049473,0.479254812,0.096169434,0.175532445,0.760071278,,,,,
60,22719020,278058,28671,Public,100,100,,100,9/23/1986,Eaton Corp,American Nucleonics Corp,3593,3663,24.51,Merger,CASHO,Cash Only,1,Friendly,3.03,34.67,27.58,22719020,0.005048712,0.015241406,0.042653639,0.040165529,0.021775043,0.034322653,0.187158898,0.193744257,0.21798791,0.249779373,0.25105533,1.346666694,1.346666694,4199,G2918310,9496,G29183103,EATON CORP PLC,2814.2,88.2,1051.3,3674.5,,123.6,A,3620,,0.159299269,2105.158203,0.03414825,0.043920118,0.182862103,0.266470045,0.919802487,0.167401046,0.164865971,1.007690907,0.182862103,1531,2867110,9374,28671105,AMERICAN NUCLEONICS CORP,5.944,2.843,6.708,,0.252,I,0.365242273,13.42774963,0.04205922,0.042395692,0,0.131056532,2.25904274,0,0.151759088,1.196002245,0,,,,,
61,22720020,582834,32009,Public,100,100,,100,10/31/1986,Mead Corp,Ampad Corp,2631,2678,120.2,Merger,CASHO,Cash Only,1,Friendly,22.5,80,47.54,22720020,-0.041073754,-0.029509911,-0.023956152,-0.017153909,-0.026676876,-0.049222756,0.366370618,0.317328781,0.257836074,0.168962181,0.115826346,1.799999952,1.799999952,7180,58283410,9496,582834107,MEAD CORP,2245,0,748.4,2740.4,,26,I,2621,,0.093763918,1378.86438,0.049443208,0.011581291,0.278181404,0.55977726,0.850897253,0.236703798,0.111370601,0.037283897,0.278181404,1610,3200910,9465,32009102,AMPAD CORP,93.405,20.004,114.893,,,I,0.116621166,77.15899658,0.02568385,0,0.368098229,0.424324185,1.307274699,0.481205493,0.133437201,0.116824247,0.368098229,,,,,
